10.0478016359,0.652534496511,-3.7157424942,60
11.425307376,-5.89259157142,-60,27.2823784311
9.1470934772,-0.562872011789,-60,3.52129083021
6.70029342239,-2.3554316262,-60,19.3686944129
19.4428656454,10.2505100053,-27.7987314086,60
5.16150424378,-2.78028024963,-60,28.309435725
11.2865770949,-0.787148021114,-60,3.98946022973
11.4042362614,-4.16696157436,-60,20.0716548199
10.7034510795,-2.8739642178,-60,15.0298782495
17.8143090457,1.24004020859,-3.98189163031,60
15.4499829702,-8.61773078762,-60,29.1520152567
15.4468749434,0.276986310176,-1.02729166764,60
18.3317737643,9.53161743346,-27.4722052502,60
15.3410978121,1.7992939382,-6.6894236368,60
9.74009057192,4.2400398919,-23.5243749425,60
13.1689820619,-3.20421214713,-60,13.6751940029
7.32733839921,3.14588561195,-23.235559367,60
4.19607883996,0.690369395585,-9.3430155107,60
15.2453912795,-6.24786529274,-60,22.2847964351
17.2366507258,-8.2794260771,-60,25.6567642311
18.2339774674,6.54801555463,-19.7537539509,60
17.5159846765,-7.65401001429,-60,23.6040224552
10.0556894533,1.97275434681,-11.0994870577,60
13.8163297989,1.36281407789,-5.63331419738,60
15.5446693703,-5.53836171592,-60,19.6103162294
13.844303124,1.75376277126,-7.21963605358,60
7.72575554635,4.19761438333,-28.5164437538,60
18.0738424468,-7.64668336739,-60,22.9322556271
7.98124390912,1.38156293256,-9.82065138288,60
13.2868897407,-7.17018437158,-60,28.3532317819
18.1129404954,-1.85926906461,-60,5.86080787634
16.4972573716,-3.83768799511,-60,13.095571756
10.4739627566,1.84112932062,-9.96968816353,60
14.730386756,-1.86827358851,-60,7.22830251059
2.08934176745,-0.572559778425,-60,15.3250142423
15.8032719783,-1.41086211526,-60,5.10164617977
12.9350739705,-3.01605471952,-60,13.1250776492
15.7631174748,4.77476718338,-16.8519564721,60
12.1658731639,5.51089553484,-24.3695689637,60
12.6010101648,3.83945054749,-16.945657324,60
13.1050562067,3.51299188825,-15.0061294265,60
9.30016016249,3.34465009898,-19.780289681,60
18.8278872497,-1.36850021708,-60,4.15721854852
9.32528212088,1.6614978352,-10.1024540692,60
7.93787182302,-4.42402758714,-60,29.1323096667
5.31101898136,1.20083916851,-12.7405402349,60
10.1887051062,3.59478255723,-19.4338788646,60
14.4966508824,2.12769551042,-8.34977273771,60
19.9026128238,2.98677301696,-8.5346539823,60
19.7506508326,1.17413840136,-3.40212045016,60
5.18845321489,-1.65388561196,-60,17.6803440889
16.4171944594,1.07982255161,-3.76314516934,60
16.9978960143,1.48402786701,-4.98964545875,60
11.5853222234,3.58737149715,-17.2050328557,60
17.6661479719,-2.66724585442,-60,8.58570634496
18.7761644512,-6.93874183013,-60,20.2818195039
16.2870753601,0.645008897023,-2.2678709751,60
11.3736656754,3.17456729818,-15.5952461526,60
10.1322128915,-0.196080755784,-60,1.1086618197
16.3997985209,-6.84825743818,-60,22.6645274591
8.50391332451,3.309007089,-21.2617980857,60
17.6183576128,4.62793397295,-14.7177808951,60
19.0421539031,-5.77317176296,-60,16.8661756658
14.8510628004,4.21210826712,-15.8345749851,60
13.8630537142,-1.02622085253,-60,4.23363251763
10.2278027529,0.0435709358965,-0.244081323724,60
15.7556956337,-3.23577925879,-60,11.6055810268
12.5091129373,-6.81139147082,-60,28.5689261031
18.5933513987,-0.971511071027,-60,2.99101060003
8.23552997284,1.5366590342,-10.5692214208,60
14.0089164711,-6.73587482528,-60,25.6795358426
14.0635792092,-2.24144306512,-60,9.05559640718
7.58098570792,-3.10285736525,-60,22.2590259559
11.2206603874,-2.90502103226,-60,14.5151277759
13.6239357838,6.46941698619,-25.4010180276,60
18.7487078163,-10.1918991108,-60,28.5287425344
19.3519810573,8.37729110098,-23.4073339025,60
3.79409675432,1.30112284605,-18.9285586333,60
19.961299088,2.08997868157,-5.9771781958,60
